ScaleName,vVar,modelCombo,Estimator,N,Group,covPiVi ci.l,covPiVi ci.u,covPiVi est,covPiVi est.bf,covPiVi est.stars,covPiVi pval,covPiVi pVar,covPiVi se,covPiVi se.d,covPsVs ci.l,covPsVs ci.u,covPsVs est,covPsVs est.bf,covPsVs est.stars,covPsVs pval,covPsVs pVar,covPsVs se,covPsVs se.d,covPVwithin ci.l,covPVwithin ci.u,covPVwithin est,covPVwithin est.bf,covPVwithin est.stars,covPVwithin pval,covPVwithin pVar,covPVwithin se,covPVwithin se.d,PtoP ci.l,PtoP ci.u,PtoP est,PtoP est.bf,PtoP est.stars,PtoP pval,PtoP pVar,PtoP se,PtoP se.d,PtoV ci.l,PtoV ci.u,PtoV est,PtoV est.bf,PtoV est.stars,PtoV pval,PtoV pVar,PtoV se,PtoV se.d,rPiVi ci.l,rPiVi ci.u,rPiVi est,rPiVi est.bf,rPiVi est.stars,rPiVi pval,rPiVi pVar,rPiVi se,rPiVi se.d,rPsVs ci.l,rPsVs ci.u,rPsVs est,rPsVs est.bf,rPsVs est.stars,rPsVs pval,rPsVs pVar,rPsVs se,rPsVs se.d,rPVwithin ci.l,rPVwithin ci.u,rPVwithin est,rPVwithin est.bf,rPVwithin est.stars,rPVwithin pval,rPVwithin pVar,rPVwithin se,rPVwithin se.d,VtoP ci.l,VtoP ci.u,VtoP est,VtoP est.bf,VtoP est.stars,VtoP pval,VtoP pVar,VtoP se,VtoP se.d,VtoV ci.l,VtoV ci.u,VtoV est,VtoV est.bf,VtoV est.stars,VtoV pval,VtoV pVar,VtoV se,VtoV se.d
.Enthusiasm$_{inv}$,hrz_col,Linear_Linear,MLR,NA,D5,98.1276,155.4184,126.773,\textbf{126.77ª},*126.77ª*,0.000,bfas_ee_d,14.615,14.62,-0.15552,0.28352,0.064,0.06,0.06,0.566,bfas_ee_d,0.112,0.11,-3.549,43.001,19.726,19.73,19.73,0.097,bfas_ee_d,11.875,11.88,-0.40104,0.67304,0.136,0.14,0.14,0.619,bfas_ee_d,0.274,0.27,-0.51144,0.32744,-0.092,-0.09,-0.09,0.669,bfas_ee_d,0.214,0.21,-28.0769359156707,29.2138640843293,0.568464084329276,\textbf{0.57ª},*0.57ª*,0.000,bfas_ee_d,14.615,14.62,0.413801994662143,0.852841994662143,0.633321994662143,0.63,0.63,0.566,bfas_ee_d,0.112,0.11,-23.010623794337,23.539376205663,0.264376205662975,0.26,0.26,0.097,bfas_ee_d,11.875,11.88,-0.13388,0.26988,0.068,0.07,0.07,0.509,bfas_ee_d,0.103,0.10,0.13364,0.78436,0.459,\textbf{0.46},*0.46*,0.006,bfas_ee_d,0.166,0.17
.Enthusiasm$_{inv}$,hrz_col,Linear_Linear,MLR,NA,EARLIER,96.45876,152.58924,124.524,\textbf{124.52ª},*124.52ª*,0.000,bfas_ee_d,14.319,14.32,-0.1248,0.2868,0.081,0.08,0.08,0.443,bfas_ee_d,0.105,0.10,12.18804,32.77196,22.48,\textbf{22.48ª},*22.48ª*,0.000,bfas_ee_d,5.251,5.25,0.0664,0.3016,0.184,\textbf{0.18ª},*0.18ª*,0.002,bfas_ee_d,0.06,0.06,-0.05964,0.26964,0.105,0.10,0.10,0.210,bfas_ee_d,0.084,0.08,-27.4994261308644,28.6310538691356,0.565813869135564,\textbf{0.57ª},*0.57ª*,0.000,bfas_ee_d,14.319,14.32,0.439869465229816,0.851469465229816,0.645669465229816,0.65,0.65,0.443,bfas_ee_d,0.105,0.10,-10.0553481312981,10.5285718687019,0.236611868701897,\textbf{0.24ª},*0.24ª*,0.000,bfas_ee_d,5.251,5.25,-0.05524,0.11724,0.031,0.03,0.03,0.482,bfas_ee_d,0.044,0.04,-0.0154,0.2394,0.112,0.11,0.11,0.083,bfas_ee_d,0.065,0.07
.Enthusiasm$_{inv}$,hrz_col,Linear_Linear,MLR,NA,LATER,96.45876,152.58924,124.524,\textbf{124.52ª},*124.52ª*,0.000,bfas_ee_d,14.319,14.32,-0.1248,0.2868,0.081,0.08,0.08,0.443,bfas_ee_d,0.105,0.10,4.37856,27.26744,15.823,\textbf{15.82},*15.82*,0.007,bfas_ee_d,5.839,5.84,-0.04444,0.40244,0.179,0.18,0.18,0.116,bfas_ee_d,0.114,0.11,-0.26336,0.09336,-0.085,-0.09,-0.09,0.352,bfas_ee_d,0.091,0.09,-27.4994261308644,28.6310538691356,0.565813869135564,\textbf{0.57ª},*0.57ª*,0.000,bfas_ee_d,14.319,14.32,0.439869465229816,0.851469465229816,0.645669465229816,0.65,0.65,0.443,bfas_ee_d,0.105,0.10,-11.2336184429072,11.6552615570928,0.210821557092815,\textbf{0.21},*0.21*,0.007,bfas_ee_d,5.839,5.84,-0.09548,0.15148,0.028,0.03,0.03,0.659,bfas_ee_d,0.063,0.06,0.000280000000000002,0.41972,0.21,0.21,0.21,0.050,bfas_ee_d,0.107,0.11
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,864,ALL,-63.1808,-12.7892,-37.985,\textbf{-37.98ª},*-37.98ª*,0.003,bfas_ee_d,12.855,12.86,-0.18328,0.18128,-0.001,-0.00,-0.00,0.988,bfas_ee_d,0.093,0.09,-6.8908,7.3388,0.224,0.22,0.22,0.951,bfas_ee_d,3.63,3.63,0.09012,0.29788,0.194,\textbf{0.19ª},*0.19ª*,0.000,bfas_ee_d,0.053,0.05,-0.08484,0.12684,0.021,0.02,0.02,0.699,bfas_ee_d,0.054,0.05,-25.3743023179786,25.0172976820214,-0.178502317978595,\textbf{-0.18ª},*-0.18ª*,0.003,bfas_ee_d,12.855,12.86,-0.194577974198582,0.169982025801418,-0.012297974198582,-0.01,-0.01,0.988,bfas_ee_d,0.093,0.09,-7.11243903745866,7.11716096254134,0.00236096254133674,0.00,0.00,0.951,bfas_ee_d,3.63,3.63,-0.037,0.061,0.012,0.01,0.01,0.640,bfas_ee_d,0.025,0.03,-0.05512,0.12912,0.037,0.04,0.04,0.435,bfas_ee_d,0.047,0.05
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,D2,-64.33496,-12.09704,-38.216,\textbf{-38.22ª},*-38.22ª*,0.004,bfas_ee_d,13.326,13.33,-0.20864,0.21864,0.005,0.01,0.01,0.967,bfas_ee_d,0.109,0.11,-17.27948,9.52548,-3.877,-3.88,-3.88,0.571,bfas_ee_d,6.838,6.84,0.0392,0.3528,0.196,\textbf{0.20},*0.20*,0.014,bfas_ee_d,0.08,0.08,-0.08064,0.24864,0.084,0.08,0.08,0.318,bfas_ee_d,0.084,0.08,-26.2982604197706,25.9396595802294,-0.179300419770604,\textbf{-0.18ª},*-0.18ª*,0.004,bfas_ee_d,13.326,13.33,-0.15613453672147,0.27114546327853,0.0575054632785295,0.06,0.06,0.967,bfas_ee_d,0.109,0.11,-13.4375832754896,13.3673767245104,-0.0351032754896383,-0.04,-0.04,0.571,bfas_ee_d,6.838,6.84,-0.05628,0.11228,0.028,0.03,0.03,0.511,bfas_ee_d,0.043,0.04,-0.08784,0.22184,0.067,0.07,0.07,0.393,bfas_ee_d,0.079,0.08
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,D3,-64.33496,-12.09704,-38.216,\textbf{-38.22ª},*-38.22ª*,0.004,bfas_ee_d,13.326,13.33,-0.20864,0.21864,0.005,0.01,0.01,0.967,bfas_ee_d,0.109,0.11,-11.56572,12.07972,0.257,0.26,0.26,0.966,bfas_ee_d,6.032,6.03,0.01452,0.35948,0.187,\textbf{0.19},*0.19*,0.035,bfas_ee_d,0.088,0.09,-0.2854,0.1654,-0.06,-0.06,-0.06,0.601,bfas_ee_d,0.115,0.12,-26.2982604197706,25.9396595802294,-0.179300419770604,\textbf{-0.18ª},*-0.18ª*,0.004,bfas_ee_d,13.326,13.33,-0.15613453672147,0.27114546327853,0.0575054632785295,0.06,0.06,0.967,bfas_ee_d,0.109,0.11,-11.8197766093635,11.8256633906365,0.00294339063645571,0.00,0.00,0.966,bfas_ee_d,6.032,6.03,-0.04804,0.14404,0.048,0.05,0.05,0.327,bfas_ee_d,0.049,0.05,-0.2078,0.2038,-0.002,-0.00,-0.00,0.987,bfas_ee_d,0.105,0.10
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,D4,-64.33496,-12.09704,-38.216,\textbf{-38.22ª},*-38.22ª*,0.004,bfas_ee_d,13.326,13.33,-0.20864,0.21864,0.005,0.01,0.01,0.967,bfas_ee_d,0.109,0.11,-6.80104,21.12504,7.162,7.16,7.16,0.315,bfas_ee_d,7.124,7.12,0.04528,0.36672,0.206,\textbf{0.21},*0.21*,0.012,bfas_ee_d,0.082,0.08,-0.11216,0.26416,0.076,0.08,0.08,0.426,bfas_ee_d,0.096,0.10,-26.2982604197706,25.9396595802294,-0.179300419770604,\textbf{-0.18ª},*-0.18ª*,0.004,bfas_ee_d,13.326,13.33,-0.15613453672147,0.27114546327853,0.0575054632785295,0.06,0.06,0.967,bfas_ee_d,0.109,0.11,-13.8791899251109,14.0468900748891,0.0838500748890647,0.08,0.08,0.315,bfas_ee_d,7.124,7.12,-0.09716,0.08316,-0.007,-0.01,-0.01,0.870,bfas_ee_d,0.046,0.05,-0.13428,0.13228,-0.001,-0.00,-0.00,0.991,bfas_ee_d,0.068,0.07
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,D5,-64.33496,-12.09704,-38.216,\textbf{-38.22ª},*-38.22ª*,0.004,bfas_ee_d,13.326,13.33,-0.20864,0.21864,0.005,0.01,0.01,0.967,bfas_ee_d,0.109,0.11,-27.50972,20.14572,-3.682,-3.68,-3.68,0.762,bfas_ee_d,12.157,12.16,-0.59652,1.01852,0.211,0.21,0.21,0.608,bfas_ee_d,0.412,0.41,-0.54064,0.18064,-0.18,-0.18,-0.18,0.327,bfas_ee_d,0.184,0.18,-26.2982604197706,25.9396595802294,-0.179300419770604,\textbf{-0.18ª},*-0.18ª*,0.004,bfas_ee_d,13.326,13.33,-0.15613453672147,0.27114546327853,0.0575054632785295,0.06,0.06,0.967,bfas_ee_d,0.109,0.11,-23.8736327372472,23.7818072627528,-0.045912737247181,-0.05,-0.05,0.762,bfas_ee_d,12.157,12.16,-0.2792,0.0932,-0.093,-0.09,-0.09,0.328,bfas_ee_d,0.095,0.10,-0.118,0.274,0.078,0.08,0.08,0.433,bfas_ee_d,0.1,0.10
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,EARLIER,-64.28136,-13.06264,-38.672,\textbf{-38.67ª},*-38.67ª*,0.003,bfas_ee_d,13.066,13.07,-0.18316,0.19316,0.005,0.01,0.01,0.961,bfas_ee_d,0.096,0.10,-11.27756,7.48356,-1.897,-1.90,-1.90,0.692,bfas_ee_d,4.786,4.79,0.07848,0.32152,0.2,\textbf{0.20ª},*0.20ª*,0.001,bfas_ee_d,0.062,0.06,-0.1032,0.1712,0.034,0.03,0.03,0.626,bfas_ee_d,0.07,0.07,-25.7920118329155,25.4267081670845,-0.182651832915458,\textbf{-0.18ª},*-0.18ª*,0.003,bfas_ee_d,13.066,13.07,-0.131976678128063,0.244343321871937,0.0561833218719368,0.06,0.06,0.961,bfas_ee_d,0.096,0.10,-9.39930948103907,9.36181051896092,-0.0187494810390756,-0.02,-0.02,0.692,bfas_ee_d,4.786,4.79,-0.02868,0.10068,0.036,0.04,0.04,0.276,bfas_ee_d,0.033,0.03,-0.08536,0.17336,0.044,0.04,0.04,0.501,bfas_ee_d,0.066,0.07
.Enthusiasm$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,LATER,-64.28136,-13.06264,-38.672,\textbf{-38.67ª},*-38.67ª*,0.003,bfas_ee_d,13.066,13.07,-0.18316,0.19316,0.005,0.01,0.01,0.961,bfas_ee_d,0.096,0.10,-6.77648,14.93248,4.078,4.08,4.08,0.461,bfas_ee_d,5.538,5.54,-0.03224,0.43424,0.201,0.20,0.20,0.090,bfas_ee_d,0.119,0.12,-0.15472,0.16672,0.006,0.01,0.01,0.943,bfas_ee_d,0.082,0.08,-25.7920118329155,25.4267081670845,-0.182651832915458,\textbf{-0.18ª},*-0.18ª*,0.003,bfas_ee_d,13.066,13.07,-0.131976678128063,0.244343321871937,0.0561833218719368,0.06,0.06,0.961,bfas_ee_d,0.096,0.10,-10.8054766303776,10.9034833696224,0.049003369622412,0.05,0.05,0.461,bfas_ee_d,5.538,5.54,-0.10556,0.03556,-0.035,-0.04,-0.04,0.324,bfas_ee_d,0.036,0.04,-0.09076,0.12876,0.019,0.02,0.02,0.730,bfas_ee_d,0.056,0.06
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,864,ALL,-27.42968,24.83568,-1.297,-1.30,-1.30,0.922,bfas_ee_d,13.333,13.33,-0.26976,0.14576,-0.062,-0.06,-0.06,0.557,bfas_ee_d,0.106,0.11,-14.86052,-0.701479999999999,-7.781,\textbf{-7.78},*-7.78*,0.031,bfas_ee_d,3.612,3.61,0.09012,0.29788,0.194,\textbf{0.19ª},*0.19ª*,0.000,bfas_ee_d,0.053,0.05,-0.15892,0.04492,-0.057,-0.06,-0.06,0.271,bfas_ee_d,0.052,0.05,-26.1386179384849,26.1267420615151,-0.00593793848489978,-0.01,-0.01,0.922,bfas_ee_d,13.333,13.33,-0.59653777688376,-0.18101777688376,-0.38877777688376,-0.39,-0.39,0.557,bfas_ee_d,0.106,0.11,-7.15858339692433,7.00045660307568,-0.079063396924325,\textbf{-0.08},*-0.08*,0.031,bfas_ee_d,3.612,3.61,-0.06388,0.04588,-0.009,-0.01,-0.01,0.758,bfas_ee_d,0.028,0.03,0.12388,0.30812,0.216,\textbf{0.22ª},*0.22ª*,0.000,bfas_ee_d,0.047,0.05
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,NA,D2,-25.766,28.428,1.331,1.33,1.33,0.923,bfas_ee_d,13.825,13.82,-0.3224,0.1284,-0.097,-0.10,-0.10,0.400,bfas_ee_d,0.115,0.12,-24.8642,-2.2458,-13.555,\textbf{-13.55},*-13.55*,0.019,bfas_ee_d,5.77,5.77,0.03308,0.33492,0.184,\textbf{0.18},*0.18*,0.017,bfas_ee_d,0.077,0.08,-0.19092,0.11092,-0.04,-0.04,-0.04,0.610,bfas_ee_d,0.077,0.08,-27.0907983049615,27.1032016950385,0.00620169503847534,0.01,0.01,0.923,bfas_ee_d,13.825,13.82,-0.769143841813686,-0.318343841813686,-0.543743841813686,-0.54,-0.54,0.400,bfas_ee_d,0.115,0.12,-11.4394876745569,11.1789123254431,-0.130287674556903,\textbf{-0.13},*-0.13*,0.019,bfas_ee_d,5.77,5.77,-0.14004,0.05204,-0.044,-0.04,-0.04,0.372,bfas_ee_d,0.049,0.05,0.12468,0.38732,0.256,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,0.067,0.07
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,NA,D3,-25.766,28.428,1.331,1.33,1.33,0.923,bfas_ee_d,13.825,13.82,-0.3224,0.1284,-0.097,-0.10,-0.10,0.400,bfas_ee_d,0.115,0.12,-13.401,10.903,-1.249,-1.25,-1.25,0.840,bfas_ee_d,6.2,6.20,0.01756,0.36644,0.192,\textbf{0.19},*0.19*,0.032,bfas_ee_d,0.089,0.09,-0.28784,0.11984,-0.084,-0.08,-0.08,0.419,bfas_ee_d,0.104,0.10,-27.0907983049615,27.1032016950385,0.00620169503847534,0.01,0.01,0.923,bfas_ee_d,13.825,13.82,-0.769143841813686,-0.318343841813686,-0.543743841813686,-0.54,-0.54,0.400,bfas_ee_d,0.115,0.12,-12.1650411612815,12.1389588387185,-0.013041161281508,-0.01,-0.01,0.840,bfas_ee_d,6.2,6.20,-0.10312,0.08112,-0.011,-0.01,-0.01,0.818,bfas_ee_d,0.047,0.05,0.03236,0.36164,0.197,\textbf{0.20},*0.20*,0.020,bfas_ee_d,0.084,0.08
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,NA,D4,-25.766,28.428,1.331,1.33,1.33,0.923,bfas_ee_d,13.825,13.82,-0.3224,0.1284,-0.097,-0.10,-0.10,0.400,bfas_ee_d,0.115,0.12,-25.71564,4.30764,-10.704,-10.70,-10.70,0.162,bfas_ee_d,7.659,7.66,0.0406,0.3934,0.217,\textbf{0.22},*0.22*,0.016,bfas_ee_d,0.09,0.09,-0.34872,0.07072,-0.139,-0.14,-0.14,0.195,bfas_ee_d,0.107,0.11,-27.0907983049615,27.1032016950385,0.00620169503847534,0.01,0.01,0.923,bfas_ee_d,13.825,13.82,-0.769143841813686,-0.318343841813686,-0.543743841813686,-0.54,-0.54,0.400,bfas_ee_d,0.115,0.12,-15.1211216369485,14.9021583630515,-0.109481636948476,-0.11,-0.11,0.162,bfas_ee_d,7.659,7.66,-0.1464,0.1084,-0.019,-0.02,-0.02,0.771,bfas_ee_d,0.065,0.07,0.1054,0.5366,0.321,\textbf{0.32ª},*0.32ª*,0.003,bfas_ee_d,0.11,0.11
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,NA,D5,-25.766,28.428,1.331,1.33,1.33,0.923,bfas_ee_d,13.825,13.82,-0.3224,0.1284,-0.097,-0.10,-0.10,0.400,bfas_ee_d,0.115,0.12,-25.8696,33.2636,3.697,3.70,3.70,0.806,bfas_ee_d,15.085,15.09,-0.4646,0.8486,0.192,0.19,0.19,0.567,bfas_ee_d,0.335,0.34,-0.34984,0.64584,0.148,0.15,0.15,0.562,bfas_ee_d,0.254,0.25,-27.0907983049615,27.1032016950385,0.00620169503847534,0.01,0.01,0.923,bfas_ee_d,13.825,13.82,-0.769143841813686,-0.318343841813686,-0.543743841813686,-0.54,-0.54,0.400,bfas_ee_d,0.115,0.12,-29.5236021003865,29.6095978996135,0.0429978996134606,0.04,0.04,0.806,bfas_ee_d,15.085,15.09,-0.10976,0.30576,0.098,0.10,0.10,0.354,bfas_ee_d,0.106,0.11,-0.28172,0.43172,0.075,0.07,0.07,0.680,bfas_ee_d,0.182,0.18
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,NA,EARLIER,-27.54976,25.39376,-1.078,-1.08,-1.08,0.936,bfas_ee_d,13.506,13.51,-0.27864,0.14864,-0.065,-0.07,-0.07,0.549,bfas_ee_d,0.109,0.11,-15.92748,0.489479999999999,-7.719,-7.72,-7.72,0.065,bfas_ee_d,4.188,4.19,0.07136,0.30264,0.187,\textbf{0.19ª},*0.19ª*,0.001,bfas_ee_d,0.059,0.06,-0.17156,0.06756,-0.052,-0.05,-0.05,0.395,bfas_ee_d,0.061,0.06,-26.4766799314768,26.4668400685232,-0.00491993147684923,-0.00,-0.00,0.936,bfas_ee_d,13.506,13.51,-0.623638767579521,-0.196358767579521,-0.409998767579521,-0.41,-0.41,0.549,bfas_ee_d,0.109,0.11,-8.28527531500388,8.13168468499612,-0.0767953150038758,-0.08,-0.08,0.065,bfas_ee_d,4.188,4.19,-0.09164,0.04164,-0.025,-0.03,-0.03,0.455,bfas_ee_d,0.034,0.03,0.11712,0.32488,0.221,\textbf{0.22ª},*0.22ª*,0.000,bfas_ee_d,0.053,0.05
.Enthusiasm$_{inv}$,usi,Linear_Linear,MLR,NA,LATER,-27.54976,25.39376,-1.078,-1.08,-1.08,0.936,bfas_ee_d,13.506,13.51,-0.27864,0.14864,-0.065,-0.07,-0.07,0.549,bfas_ee_d,0.109,0.11,-21.03996,6.99196,-7.024,-7.02,-7.02,0.326,bfas_ee_d,7.151,7.15,-0.03716,0.43716,0.2,0.20,0.20,0.097,bfas_ee_d,0.121,0.12,-0.25792,0.14192,-0.058,-0.06,-0.06,0.570,bfas_ee_d,0.102,0.10,-26.4766799314768,26.4668400685232,-0.00491993147684923,-0.00,-0.00,0.936,bfas_ee_d,13.506,13.51,-0.623638767579521,-0.196358767579521,-0.409998767579521,-0.41,-0.41,0.549,bfas_ee_d,0.109,0.11,-14.0911975788104,13.9407224211896,-0.0752375788103668,-0.08,-0.08,0.326,bfas_ee_d,7.151,7.15,-0.07396,0.12596,0.026,0.03,0.03,0.617,bfas_ee_d,0.051,0.05,0.02256,0.37144,0.197,\textbf{0.20},*0.20*,0.027,bfas_ee_d,0.089,0.09
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,864,ALL,33.75892,100.19508,66.977,\textbf{66.98ª},*66.98ª*,0.000,bfas_ee_d,16.948,16.95,-0.22148,0.22148,0,0.00,0.00,1.000,bfas_ee_d,0.113,0.11,-3.06936,13.45736,5.194,5.19,5.19,0.218,bfas_ee_d,4.216,4.22,0.08808,0.29192,0.19,\textbf{0.19ª},*0.19ª*,0.000,bfas_ee_d,0.052,0.05,-0.0984,0.1564,0.029,0.03,0.03,0.661,bfas_ee_d,0.065,0.07,-32.967012887245,33.469147112755,0.251067112754973,\textbf{0.25ª},*0.25ª*,0.000,bfas_ee_d,16.948,16.95,-0.22148,0.22148,0,0.00,0.00,1.000,bfas_ee_d,0.113,0.11,-8.21073278004261,8.31598721995739,0.0526272199573868,0.05,0.05,0.218,bfas_ee_d,4.216,4.22,-0.02792,0.07792,0.025,0.03,0.03,0.361,bfas_ee_d,0.027,0.03,0.01672,0.18528,0.101,\textbf{0.10},*0.10*,0.018,bfas_ee_d,0.043,0.04
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D2,33.85012,100.59988,67.225,\textbf{67.22ª},*67.22ª*,0.000,bfas_ee_d,17.028,17.03,-0.22744,0.21944,-0.004,-0.00,-0.00,0.973,bfas_ee_d,0.114,0.11,-2.58796,32.00996,14.711,14.71,14.71,0.096,bfas_ee_d,8.826,8.83,0.03512,0.34088,0.188,\textbf{0.19},*0.19*,0.015,bfas_ee_d,0.078,0.08,-0.04124,0.42524,0.192,0.19,0.19,0.105,bfas_ee_d,0.119,0.12,-33.1177016364526,33.6320583635474,0.257178363547364,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,17.028,17.03,-0.251538729746606,0.195341270253394,-0.0280987297466062,-0.03,-0.03,0.973,bfas_ee_d,0.114,0.11,-17.1767871645197,17.4211328354803,0.122172835480305,0.12,0.12,0.096,bfas_ee_d,8.826,8.83,-0.03296,0.16696,0.067,0.07,0.07,0.186,bfas_ee_d,0.051,0.05,-0.05912,0.32112,0.131,0.13,0.13,0.175,bfas_ee_d,0.097,0.10
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D3,33.85012,100.59988,67.225,\textbf{67.22ª},*67.22ª*,0.000,bfas_ee_d,17.028,17.03,-0.22744,0.21944,-0.004,-0.00,-0.00,0.973,bfas_ee_d,0.114,0.11,-21.244,6.882,-7.181,-7.18,-7.18,0.317,bfas_ee_d,7.175,7.17,0.0148,0.3872,0.201,\textbf{0.20},*0.20*,0.034,bfas_ee_d,0.095,0.10,-0.4786,-0.0474,-0.263,\textbf{-0.26},*-0.26*,0.017,bfas_ee_d,0.11,0.11,-33.1177016364526,33.6320583635474,0.257178363547364,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,17.028,17.03,-0.251538729746606,0.195341270253394,-0.0280987297466062,-0.03,-0.03,0.973,bfas_ee_d,0.114,0.11,-14.1378864194203,13.9881135805797,-0.0748864194203163,-0.07,-0.07,0.317,bfas_ee_d,7.175,7.17,-0.11904,0.07304,-0.023,-0.02,-0.02,0.642,bfas_ee_d,0.049,0.05,0.03696,0.32704,0.182,\textbf{0.18},*0.18*,0.014,bfas_ee_d,0.074,0.07
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D4,33.85012,100.59988,67.225,\textbf{67.22ª},*67.22ª*,0.000,bfas_ee_d,17.028,17.03,-0.22744,0.21944,-0.004,-0.00,-0.00,0.973,bfas_ee_d,0.114,0.11,-5.16264,28.19264,11.515,11.52,11.52,0.176,bfas_ee_d,8.509,8.51,0.03152,0.37648,0.204,\textbf{0.20},*0.20*,0.020,bfas_ee_d,0.088,0.09,-0.1452,0.3252,0.09,0.09,0.09,0.451,bfas_ee_d,0.12,0.12,-33.1177016364526,33.6320583635474,0.257178363547364,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,17.028,17.03,-0.251538729746606,0.195341270253394,-0.0280987297466062,-0.03,-0.03,0.973,bfas_ee_d,0.114,0.11,-16.5421218587996,16.8131581412004,0.135518141200354,0.14,0.14,0.176,bfas_ee_d,8.509,8.51,-0.06432,0.19832,0.067,0.07,0.07,0.318,bfas_ee_d,0.067,0.07,-0.01916,0.35716,0.169,0.17,0.17,0.078,bfas_ee_d,0.096,0.10
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D5,33.85012,100.59988,67.225,\textbf{67.22ª},*67.22ª*,0.000,bfas_ee_d,17.028,17.03,-0.22744,0.21944,-0.004,-0.00,-0.00,0.973,bfas_ee_d,0.114,0.11,-6.69028,13.27428,3.292,3.29,3.29,0.518,bfas_ee_d,5.093,5.09,-0.3706,0.6486,0.139,0.14,0.14,0.594,bfas_ee_d,0.26,0.26,-0.19108,0.29108,0.05,0.05,0.05,0.683,bfas_ee_d,0.123,0.12,-33.1177016364526,33.6320583635474,0.257178363547364,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,17.028,17.03,-0.251538729746606,0.195341270253394,-0.0280987297466062,-0.03,-0.03,0.973,bfas_ee_d,0.114,0.11,-9.93588679351956,10.0286732064804,0.046393206480439,0.05,0.05,0.518,bfas_ee_d,5.093,5.09,-0.11224,0.06024,-0.026,-0.03,-0.03,0.555,bfas_ee_d,0.044,0.04,-0.244,0.05,-0.097,-0.10,-0.10,0.197,bfas_ee_d,0.075,0.07
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,NA,EARLIER,34.58268,101.48532,68.034,\textbf{68.03ª},*68.03ª*,0.000,bfas_ee_d,17.067,17.07,-0.2314,0.2194,-0.006,-0.01,-0.01,0.957,bfas_ee_d,0.115,0.12,-7.64168,14.92968,3.644,3.64,3.64,0.527,bfas_ee_d,5.758,5.76,0.06936,0.30064,0.185,\textbf{0.18ª},*0.18ª*,0.002,bfas_ee_d,0.059,0.06,-0.16348,0.18148,0.009,0.01,0.01,0.918,bfas_ee_d,0.088,0.09,-33.1934836188936,33.7091563811064,0.257836381106415,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,17.067,17.07,-0.269203789629768,0.181596210370232,-0.0438037896297684,-0.04,-0.04,0.957,bfas_ee_d,0.115,0.12,-11.2522487437353,11.3191112562647,0.0334312562646945,0.03,0.03,0.527,bfas_ee_d,5.758,5.76,-0.0446,0.0926,0.024,0.02,0.02,0.478,bfas_ee_d,0.035,0.04,0.01936,0.25064,0.135,\textbf{0.14},*0.14*,0.021,bfas_ee_d,0.059,0.06
.Enthusiasm$_{inv}$,vrt_col,Linear_Linear,MLR,NA,LATER,34.58268,101.48532,68.034,\textbf{68.03ª},*68.03ª*,0.000,bfas_ee_d,17.067,17.07,-0.2314,0.2194,-0.006,-0.01,-0.01,0.957,bfas_ee_d,0.115,0.12,-2.95308,18.89308,7.97,7.97,7.97,0.153,bfas_ee_d,5.573,5.57,-0.03152,0.40752,0.188,0.19,0.19,0.095,bfas_ee_d,0.112,0.11,-0.10148,0.24348,0.071,0.07,0.07,0.417,bfas_ee_d,0.088,0.09,-33.1934836188936,33.7091563811064,0.257836381106415,\textbf{0.26ª},*0.26ª*,0.000,bfas_ee_d,17.067,17.07,-0.269203789629768,0.181596210370232,-0.0438037896297684,-0.04,-0.04,0.957,bfas_ee_d,0.115,0.12,-10.8228415608593,11.0233184391407,0.100238439140703,0.10,0.10,0.153,bfas_ee_d,5.573,5.57,-0.05832,0.10632,0.024,0.02,0.02,0.570,bfas_ee_d,0.042,0.04,-0.07764,0.15364,0.038,0.04,0.04,0.524,bfas_ee_d,0.059,0.06
